,Account,Date,Text,Compound,Positive,Neutral,Negative
138,@CBS,2018-03-06 18:10:59+00:00,"Meet the ensemble of talented actors slated to join $1, a new mystery series coming to CBS All Access:… https://t.co/QoyYv7vxwg",0.6705,0.244,0.756,0.0
139,@CBS,2018-03-05 22:16:43+00:00,"Will @Jason_Aldean, @garthbrooks, @LukeBryanOnline, @ChrisStapleton, or @KeithUrban be named Entertainer Of The Yea… https://t.co/rMD8zjeX3s",0.3818,0.167,0.833,0.0
140,@CBS,2018-03-04 08:05:26+00:00,"RT @thegoodfight: It feels good to be back. 👠💄🔥 The season 2 premiere of #TheGoodFight is now streaming, exclusively on CBS All Access: htt…",0.4404,0.116,0.884,0.0
141,@CBS,2018-03-03 20:55:20+00:00,"RT @thegoodfight: Tomorrow, #TheGoodFight is back. Stream the season 2 premiere only on CBS All Access: https://t.co/tNFR8LBJO2 https://t.c…",0.0,0.0,1.0,0.0
142,@CBS,2018-03-02 22:30:01+00:00,"Who are the trailblazing women in your life that inspire you? Join CBS and the ANA's #SeeHer initiative, celebratin… https://t.co/M0KqZ41Bes",0.7096,0.247,0.753,0.0
143,@CBS,2018-03-02 20:30:01+00:00,"Join @maria_bello, @aishatyler and @TeaLeoni in celebrating the accomplishments of women who have contributed to th… https://t.co/MefESBeFL3",0.7096,0.282,0.718,0.0
144,@CBS,2018-03-02 18:45:00+00:00,"In honor of Women's History Month, CBS and the Association of National Advertisers' (ANA) #SeeHer initiative will p… https://t.co/2wtYxKJVuO",0.4939,0.151,0.849,0.0
145,@CBS,2018-03-01 18:59:01+00:00,RT @ZoeListerJones: Tonight’s an all new Life In Pieces and it’s directed by my ride or die @nataliaanderson!!!… https://t.co/2LPfmyLWrY,-0.6981,0.0,0.79,0.21
146,@CBS,2018-03-01 18:12:57+00:00,"RT @MarenMorris: Hot damn! Woke up from my post-wisdom teeth haze to find out I’m up for 4 @ACMawards ! So honored, especially for the Dear…",0.4547,0.159,0.749,0.092
147,@CBS,2018-03-01 18:11:50+00:00,RT @KelseaBallerini: Ohhhhh goodness. Incredible. Thank you thank you thank you. #female https://t.co/1ZTYjNfQeF,0.8591,0.538,0.462,0.0
148,@CBS,2018-03-01 18:10:50+00:00,RT @KeithUrban: ACMs...... HOLY SMOKES!!!!! MAD LOVE TO U ALL THIS MORNING  FOR THESE INCREDIBLE NOMINATIONS. I’M EXTREMELY GRATEFUL!!!!!!!…,0.4885,0.234,0.615,0.151
149,@CBS,2018-03-01 14:36:21+00:00,"RT @ACMawards: Congratulations to this year’s #ACMawards Video of the Year nominees:
“Black” - @DierksBentley
“It Ain’t My Fault” - @Brothe…",0.5994,0.178,0.822,0.0
150,@CBS,2018-03-01 14:29:20+00:00,"RT @ACMawards: Please give a round of applause to this year’s #ACMawards Entertainer of the Year nominees: @Jason_Aldean, @GarthBrooks, @Lu…",0.7717,0.325,0.675,0.0
151,@CBS,2018-03-01 14:15:29+00:00,".@ChrisStapleton, @ThomasRhett, @mirandalambert and more are all nominated for awards at Country Music's Party of t… https://t.co/Vm1vXRUDYJ",0.6908,0.275,0.725,0.0
152,@CBS,2018-03-01 13:50:11+00:00,"The Queen of Country, @Reba, is returning to host the 53rd #ACMawards on Sunday, April 15 at 8/7c. Here are a few o… https://t.co/Iqzz6Gql01",0.0,0.0,1.0,0.0
153,@CBS,2018-03-01 01:04:52+00:00,RT @survivorcbs: It’s time! #Survivor https://t.co/YPk6cGWrUA,0.0,0.0,1.0,0.0
154,@CBS,2018-02-28 19:56:58+00:00,"RT @CBSThisMorning: TOMORROW: The nominees for the 2018 @ACMawards will be announced live by the one-and-only, @Reba! 

Watch on @CBS in ou…",0.0,0.0,1.0,0.0
155,@CBS,2018-02-28 19:08:30+00:00,"RT @thegoodfight: From the set design and costumes to hair and makeup, the production quality is truly next-level. Take a peek inside the u…",0.4404,0.116,0.884,0.0
156,@CBS,2018-02-27 03:23:47+00:00,RT @LivinBiblically: The fun continues on Facebook! The #LivingBiblically cast is live to talk about tonight’s premiere. Tune in here: http…,0.5562,0.152,0.848,0.0
157,@CBS,2018-02-26 22:50:32+00:00,"RT @KevinCanWaitCBS: Can you get all the way through these #KevinCanWait bloopers without laughing?! @KevinJames,@LeahRemini and the rest o…",0.0,0.0,1.0,0.0
158,@CBS,2018-02-26 21:08:30+00:00,"RT @ACMawards: That’s right! @Reba is headed to @CBSThisMorning on Thursday, March 1 to announce this year’s #ACMAwards' nominees. Tune in…",0.0,0.0,1.0,0.0
159,@CBS,2018-02-26 19:53:41+00:00,"RT @ScorpionCBS: You can't hack your way to a 197 IQ, but you are well on your way with these Genius Facts from #TeamScorpion! 💻 You can be…",0.4482,0.105,0.895,0.0
160,@CBS,2018-02-26 18:32:36+00:00,RT @SuperiorDonuts: You can always count on @DavidKoechner for a laugh! Did your favorite Tush moment make the list? Catch a new #SuperiorD…,0.784,0.266,0.734,0.0
161,@CBS,2018-02-26 18:20:16+00:00,RT @TheTalkCBS: TODAY: We loved them together then &amp; we love seeing them together now! Welcome back to the show @THESaraGilbert​'s good fri…,0.9359,0.429,0.571,0.0
162,@CBS,2018-02-26 16:53:56+00:00,"RT @thegoodfight: As foundations begin to crumble, our characters struggle to make sense of this new dystopian world. The cast teases what'…",-0.5423,0.0,0.816,0.184
163,@CBS,2018-02-26 16:52:01+00:00,"#LivingBiblically's @linzkraft and @jrfergjr appeared on @KCBS's Facebook Live this morning, talking all about what… https://t.co/4RebcHuuMQ",0.0,0.0,1.0,0.0
164,@CBS,2018-02-26 16:17:55+00:00,"RT @CBSSports: Introducing CBS Sports HQ, a New 24/7 Direct-to-Consumer Streaming Network for Sports News, Highlights, &amp; Analysis.

Stream…",0.0,0.0,1.0,0.0
165,@CBS,2018-02-26 01:12:32+00:00,"RT @CBSBigBrother: It’s down to the final 5 celebrity Houseguests, and anyone could take home the grand prize! Tune in NOW to watch the #BB…",0.7644,0.231,0.769,0.0
166,@CBS,2018-02-25 21:51:32+00:00,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All episodes now streaming exclusively on CBS All Access: https://t.c…,0.0,0.0,1.0,0.0
167,@CBS,2018-02-25 21:51:22+00:00,"RT @thegoodfight: #TheGoodFight returns in 1 week. Season 2 premieres Sunday, March 4. https://t.co/nomCao1GWp https://t.co/BOn6bOe9Tb",0.0,0.0,1.0,0.0
168,@CBS,2018-02-23 18:15:40+00:00,RT @thegoodfight: This is our new favorite thing. Christine Baranski debuted #TheGoodFight the Musical on @colbertlateshow last night! 🎵🎤…,0.5093,0.155,0.845,0.0
169,@CBS,2018-02-22 19:26:52+00:00,"RT @LivinBiblically: Confession time: have YOU ever hit the ""close door"" button in an elevator while somebody was approaching? The cast of…",0.0,0.0,1.0,0.0
170,@CBS,2018-02-21 19:20:04+00:00,RT @CBSEyeSpeak: Mark your calendars! #CBSEyeSpeak kicks off March 14 with The EYE Speak Summit. Follow our page for more details! https://…,0.0,0.0,1.0,0.0
171,@CBS,2018-02-21 18:19:25+00:00,"RT @CBSEyeSpeak: Proud to announce a new CBS initiative, promoting female empowerment and developing the next generation of leaders through…",0.6808,0.248,0.752,0.0
172,@CBS,2018-02-20 19:55:19+00:00,"RT @LivinBiblically: When you're living by the Bible, it's good to have a priest and a rabbi on call (provided they answer their phones, th…",0.4404,0.116,0.884,0.0
173,@CBS,2018-02-20 17:58:18+00:00,"RT @thegoodfight: Chicago lawyers are being hunted and the world is going insane. 

The new season of #TheGoodFight premieres Sunday, March…",-0.4019,0.0,0.881,0.119
174,@CBS,2018-02-20 17:39:51+00:00,Ready for some larger than life competition? This new series from @MarkBurnettTV will premiere in summer 2018.… https://t.co/gDXHLdIJ5v,0.3612,0.128,0.872,0.0
175,@CBS,2018-02-17 01:07:20+00:00,"With tournament dreams on the line, make sure to stream these college basketball matchups on CBS All Access:… https://t.co/SGkYUZrQWB",0.6124,0.227,0.773,0.0
176,@CBS,2018-02-16 18:42:43+00:00,"RT @LivinBiblically: While Chip's sticking to the Bible's original rules, the cast of #LivingBiblically has given them a more modern makeov…",0.3182,0.108,0.892,0.0
177,@CBS,2018-02-16 17:48:20+00:00,"Casting News! Peter Mark Kendall, Michael Gaston, Greg Wise, Rade Šerbedžija, Zack Pearlman, and Keye Chen join the… https://t.co/GFob2KrD8H",0.68,0.248,0.752,0.0
178,@CBS,2018-02-14 19:23:27+00:00,RT @BullCBS: The verdict is in...#Bull is the perfect Valentine! ❤️ Happy #ValentinesDay! https://t.co/poEejI4AnC,0.8619,0.466,0.534,0.0
179,@CBS,2018-02-13 20:03:56+00:00,"RT @NoActivityCBS: Car 27 reporting: Season 2 of #NoActivity coming soon!

Binge season one now on CBS All Access: https://t.co/yvxoQMeyhN…",0.0,0.0,1.0,0.0
180,@CBS,2018-02-13 18:54:52+00:00,"RT @LivinBiblically: Against all odds (and the advice of his God Squad), Chip is determined to live life by the Good Book. Think you could…",0.7506,0.252,0.748,0.0
181,@CBS,2018-02-12 18:49:45+00:00,RT @thegoodfight: Christine Baranski reflects upon the spectacular metamorphosis of her character in #TheGoodFight's first season. Revisit…,0.0,0.0,1.0,0.0
182,@CBS,2018-02-12 01:32:33+00:00,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All 15 episodes now streaming on CBS All Access: https://t.co/lKLaptP…,0.0,0.0,1.0,0.0
183,@CBS,2018-02-09 00:50:01+00:00,RT @SuperiorDonuts: Looking for a #Valentine? Tush is here to help you land your dream date just in time for the day of love! #SuperiorDonu…,0.8478,0.304,0.696,0.0
184,@CBS,2018-02-08 16:09:35+00:00,RT @CBSBigBrother: The pressure is on as the Houseguests battle each other for victory in the first HOH competition. Stream the season prem…,-0.5859,0.0,0.814,0.186
185,@CBS,2018-02-07 18:35:19+00:00,"RT @startrekcbs: Sunday, this season's epic journey reaches its final reckoning. Catch up before the season finale: https://t.co/4Ea5wpmAep…",0.0516,0.066,0.934,0.0
186,@CBS,2018-02-07 16:17:48+00:00,"Are you a sucker for jaw-dropping talent competitions? Announcing The World's Best, a first-of-its-kind new global… https://t.co/fagCMklm2Z",0.5574,0.312,0.536,0.152
187,@CBS,2018-02-06 22:21:39+00:00,"RT @BullCBS: Tonight, one of these 3 TAC employees will end up incarcerated. Who do you think it will be? Tune into a new episode of #Bull…",0.0,0.0,1.0,0.0
188,@CBS,2018-02-06 17:05:49+00:00,"RT @thegoodfight: There's no season like lawyer season. #TheGoodFight returns March 4, exclusively on CBS All Access. https://t.co/XAlrg1nB…",0.0772,0.121,0.773,0.106
189,@CBS,2018-02-04 15:35:36+00:00,"RT @thegoodfight: The acclaimed series returns in 1 month. #TheGoodFight is back Sunday, March 4. https://t.co/5BNLTYRd8p https://t.co/yInP…",0.0,0.0,1.0,0.0
190,@CBS,2018-02-04 12:00:01+00:00,".@KeshaRose's emotional performance with @CyndiLauper, @AndraDayMusic, @BebeRexha and @Camila_Cabello brought the a… https://t.co/qpgS2e9ir0",0.1531,0.118,0.882,0.0
191,@CBS,2018-02-03 23:11:43+00:00,Broadway legend Patti LuPone paid tribute to Sir Andrew Lloyd Webber with a show-stopping rendition of the iconic s… https://t.co/GxqLtUzhFP,0.0,0.0,1.0,0.0
192,@CBS,2018-02-03 12:00:07+00:00,"Relive an entire night's worth of big wins, live performances and many more inspiring moments from The 60th Annual… https://t.co/CH7mJ4Y3QT",0.8268,0.338,0.662,0.0
193,@CBS,2018-02-02 22:36:13+00:00,RT @swatcbs: ✨@TheTalkCBS' @TheRealEve and @ShemarMoore brought some serious heat to the GRAMMYs red carpet: https://t.co/WYTITKkLQd https:…,-0.0772,0.0,0.925,0.075
194,@CBS,2018-02-02 20:07:40+00:00,"The all-star collaboration between @Rihanna, @DJKhaled and @brysontiller brought the party to the #GRAMMYs with a s… https://t.co/jTv5QbtgUp",0.4019,0.144,0.856,0.0
195,@CBS,2018-02-02 19:03:33+00:00,RT @TheTalkCBS: All the #redcarpet looks from the 60th annual #GRAMMYs! Did you catch @TheRealEve's sparkly two-piece suit? Diamond accents…,0.4003,0.124,0.876,0.0
196,@CBS,2018-02-02 17:23:18+00:00,Go backstage with the celebs and see which stars celebrated the big night together! Here are the moments you missed… https://t.co/rgQTXRQyLg,0.6114,0.166,0.834,0.0
197,@CBS,2018-02-01 22:04:41+00:00,🎶 @DearEvanHansen star Ben Platt gave a soaring performance of a classic Broadway hit. Watch him perform 'Somewhere… https://t.co/HcuizFWo02,0.0,0.0,1.0,0.0
198,@CBS,2018-02-01 20:09:49+00:00,"🎸 @LittleBigTown, @U2, @BrunoMars and @Pink are just a few of the superstar performers that lit up the stage at The… https://t.co/2v0MNYMItG",0.0,0.0,1.0,0.0
199,@CBS,2018-01-31 21:42:15+00:00,"Don't miss country stars Emmylou Harris and @ChrisStapleton perform a moving rendition of @TomPetty's classic song,… https://t.co/GxoIW97XIu",0.1139,0.088,0.912,0.0
200,@CNN,2018-03-15 18:15:11+00:00,"A top US military officer in Asia says he's not ""overly optimistic"" about a Trump-Kim summit https://t.co/0pG4S93t5V https://t.co/WAdwjJI2Ts",-0.0418,0.101,0.788,0.11
201,@CNN,2018-03-15 18:07:52+00:00,"JUST IN: Special counsel Robert Mueller has subpoenaed the Trump Organization for documents, including some related… https://t.co/tcIY2k17Ue",0.4019,0.144,0.856,0.0
202,@CNN,2018-03-15 18:05:05+00:00,"Looking to buy a toy for your kids? You'll probably have to shop at a retail Goliath like Amazon, Walmart or Target… https://t.co/1VVSAJtznk",0.4939,0.181,0.819,0.0
203,@CNN,2018-03-15 17:56:46+00:00,Security camera footage from outside of Marjory Stoneman Douglas High School shows armed officer stays outside of t… https://t.co/yLYq4PBtY4,0.34,0.118,0.882,0.0
204,@CNN,2018-03-15 17:55:08+00:00,"For decades the state song of Maryland has been a Confederate ballad whose lyrics call Unionists ""Northern scum"" an… https://t.co/ivFwRAevgo",0.0,0.0,1.0,0.0
205,@CNN,2018-03-15 17:43:05+00:00,"Democratic Sen. Heidi Heitkamp on when Hillary Clinton will go away: ""Not soon enough."" https://t.co/SZOrtfZq5F https://t.co/8MvlhQkF78",0.0,0.0,1.0,0.0
206,@CNN,2018-03-15 17:33:44+00:00,Former FBI Deputy Director Andrew McCabe is currently at the Justice Department meeting with the deputy attorney ge… https://t.co/CacMXOQ6Wv,0.5267,0.159,0.841,0.0
207,@CNN,2018-03-15 17:12:06+00:00,Trump's fib to Justin Trudeau is totally predictable -- and scary | Analysis by @CillizzaCNN https://t.co/8M6nLbUDSR https://t.co/b8vEZ7oKMb,-0.4939,0.0,0.824,0.176
208,@CNN,2018-03-15 17:02:57+00:00,Republican Sen. John Kennedy and Democratic Sen. Catherine Cortez Masto file the WOOFF (Welfare Of Our Furry Friend… https://t.co/hGypu98ct0,0.0,0.0,1.0,0.0
209,@CNN,2018-03-15 16:50:04+00:00,"Stormy Daniels' mother: ""If Mr. Trump runs four more times, I would vote for him every time"" https://t.co/rUfSWP0Du4 https://t.co/Qdn1oJlvTg",0.0,0.0,1.0,0.0
210,@CNN,2018-03-15 16:40:12+00:00,Wells Fargo's CEO got a 36% raise after one of the darkest years in the bank's history https://t.co/Anc77P87Md https://t.co/jubKTAzIc1,-0.296,0.094,0.755,0.151
211,@CNN,2018-03-15 16:35:08+00:00,"President Trump: ""It certainly looks like"" Russia was behind the nerve agent attack in the United Kingdom… https://t.co/U48QUhy8Bb",0.5574,0.31,0.565,0.125
212,@CNN,2018-03-15 16:26:14+00:00,Bill Gates is scheduled to meet with President Trump today at the White House https://t.co/3jfI9616mX https://t.co/fOPdsh6KVS,0.0,0.0,1.0,0.0
213,@CNN,2018-03-15 16:10:16+00:00,"The 2020 Democratic primary, as a March Madness bracket | Analysis by @GregJKrieg and @talyellin… https://t.co/SBloiP5aQn",-0.4404,0.0,0.818,0.182
214,@CNN,2018-03-15 16:00:14+00:00,A Jewish woman heard an undocumented immigrant and her two daughters were on the run from ICE. Driven by thoughts o… https://t.co/IgIiTlYokC,0.0,0.0,1.0,0.0
215,@CNN,2018-03-15 15:50:11+00:00,The sister of Charleston church shooter Dylann Roof was arrested Wednesday on charges of bringing weapons and drugs… https://t.co/rsx9yQF7Pj,-0.7964,0.0,0.664,0.336
216,@CNN,2018-03-15 15:40:15+00:00,President Trump boasted at a private fundraiser Wednesday of making up trade claims during a meeting with Canadian… https://t.co/CXADE5upby,0.0,0.0,1.0,0.0
217,@CNN,2018-03-15 15:30:10+00:00,"7% of astronaut Scott Kelly's genes did not return to normal after his return to Earth two years ago, according to… https://t.co/j1dIads2RF",0.0,0.0,1.0,0.0
218,@CNN,2018-03-15 15:20:13+00:00,"RT @CNNPolitics: President Trump ignores a question about the new Russian sanctions, but says it ""certainly looks like the Russians were be…",0.7003,0.245,0.695,0.06
219,@CNN,2018-03-15 15:20:07+00:00,"It's been seven years. The West should stop pretending and just accept that it doesn't care about Syria, writes… https://t.co/1GJsBOFZky",-0.2091,0.161,0.644,0.194
220,@CNN,2018-03-15 18:15:11+00:00,"A top US military officer in Asia says he's not ""overly optimistic"" about a Trump-Kim summit https://t.co/0pG4S93t5V https://t.co/WAdwjJI2Ts",-0.0418,0.101,0.788,0.11
221,@CNN,2018-03-15 18:07:52+00:00,"JUST IN: Special counsel Robert Mueller has subpoenaed the Trump Organization for documents, including some related… https://t.co/tcIY2k17Ue",0.4019,0.144,0.856,0.0
222,@CNN,2018-03-15 18:05:05+00:00,"Looking to buy a toy for your kids? You'll probably have to shop at a retail Goliath like Amazon, Walmart or Target… https://t.co/1VVSAJtznk",0.4939,0.181,0.819,0.0
223,@CNN,2018-03-15 17:56:46+00:00,Security camera footage from outside of Marjory Stoneman Douglas High School shows armed officer stays outside of t… https://t.co/yLYq4PBtY4,0.34,0.118,0.882,0.0
224,@CNN,2018-03-15 17:55:08+00:00,"For decades the state song of Maryland has been a Confederate ballad whose lyrics call Unionists ""Northern scum"" an… https://t.co/ivFwRAevgo",0.0,0.0,1.0,0.0
225,@CNN,2018-03-15 17:43:05+00:00,"Democratic Sen. Heidi Heitkamp on when Hillary Clinton will go away: ""Not soon enough."" https://t.co/SZOrtfZq5F https://t.co/8MvlhQkF78",0.0,0.0,1.0,0.0
226,@CNN,2018-03-15 17:33:44+00:00,Former FBI Deputy Director Andrew McCabe is currently at the Justice Department meeting with the deputy attorney ge… https://t.co/CacMXOQ6Wv,0.5267,0.159,0.841,0.0
227,@CNN,2018-03-15 17:12:06+00:00,Trump's fib to Justin Trudeau is totally predictable -- and scary | Analysis by @CillizzaCNN https://t.co/8M6nLbUDSR https://t.co/b8vEZ7oKMb,-0.4939,0.0,0.824,0.176
228,@CNN,2018-03-15 17:02:57+00:00,Republican Sen. John Kennedy and Democratic Sen. Catherine Cortez Masto file the WOOFF (Welfare Of Our Furry Friend… https://t.co/hGypu98ct0,0.0,0.0,1.0,0.0
229,@CNN,2018-03-15 16:50:04+00:00,"Stormy Daniels' mother: ""If Mr. Trump runs four more times, I would vote for him every time"" https://t.co/rUfSWP0Du4 https://t.co/Qdn1oJlvTg",0.0,0.0,1.0,0.0
230,@CNN,2018-03-15 16:40:12+00:00,Wells Fargo's CEO got a 36% raise after one of the darkest years in the bank's history https://t.co/Anc77P87Md https://t.co/jubKTAzIc1,-0.296,0.094,0.755,0.151
231,@CNN,2018-03-15 16:35:08+00:00,"President Trump: ""It certainly looks like"" Russia was behind the nerve agent attack in the United Kingdom… https://t.co/U48QUhy8Bb",0.5574,0.31,0.565,0.125
232,@CNN,2018-03-15 16:26:14+00:00,Bill Gates is scheduled to meet with President Trump today at the White House https://t.co/3jfI9616mX https://t.co/fOPdsh6KVS,0.0,0.0,1.0,0.0
233,@CNN,2018-03-15 16:10:16+00:00,"The 2020 Democratic primary, as a March Madness bracket | Analysis by @GregJKrieg and @talyellin… https://t.co/SBloiP5aQn",-0.4404,0.0,0.818,0.182
234,@CNN,2018-03-15 16:00:14+00:00,A Jewish woman heard an undocumented immigrant and her two daughters were on the run from ICE. Driven by thoughts o… https://t.co/IgIiTlYokC,0.0,0.0,1.0,0.0
235,@CNN,2018-03-15 15:50:11+00:00,The sister of Charleston church shooter Dylann Roof was arrested Wednesday on charges of bringing weapons and drugs… https://t.co/rsx9yQF7Pj,-0.7964,0.0,0.664,0.336
236,@CNN,2018-03-15 15:40:15+00:00,President Trump boasted at a private fundraiser Wednesday of making up trade claims during a meeting with Canadian… https://t.co/CXADE5upby,0.0,0.0,1.0,0.0
237,@CNN,2018-03-15 15:30:10+00:00,"7% of astronaut Scott Kelly's genes did not return to normal after his return to Earth two years ago, according to… https://t.co/j1dIads2RF",0.0,0.0,1.0,0.0
238,@CNN,2018-03-15 15:20:13+00:00,"RT @CNNPolitics: President Trump ignores a question about the new Russian sanctions, but says it ""certainly looks like the Russians were be…",0.7003,0.245,0.695,0.06
239,@CNN,2018-03-15 15:20:07+00:00,"It's been seven years. The West should stop pretending and just accept that it doesn't care about Syria, writes… https://t.co/1GJsBOFZky",-0.2091,0.161,0.644,0.194
240,@CNN,2018-03-15 15:10:08+00:00,"The school attended by President Trump's youngest son, Barron Trump, joined an open letter demanding the President… https://t.co/vEJz7CXJcd",-0.2263,0.0,0.899,0.101
241,@CNN,2018-03-15 15:00:22+00:00,"No, Mr. President. The US doesn't have a trade deficit with Canada https://t.co/I2sy2dkEpi https://t.co/6JqmbGpamI",0.015,0.146,0.712,0.142
242,@CNN,2018-03-15 14:50:10+00:00,"Join CNN’s group in the #MarchMadness Bracket Challenge to see how you stack up against @JakeTapper, @ErinBurnett,… https://t.co/ntAyhet70g",0.3612,0.179,0.821,0.0
243,@CNN,2018-03-15 14:42:19+00:00,"In total, the Trump administration applied new sanctions on five entities and 19 individuals, including Russians wh… https://t.co/0f39TfiFKD",0.0,0.0,1.0,0.0
244,@CNN,2018-03-15 14:39:12+00:00,JUST IN: Trump administration announces new sanctions on Russia for its election meddling https://t.co/D7qlbYqhM7 https://t.co/5b83HhPmkg,0.0,0.0,1.0,0.0
245,@CNN,2018-03-15 14:20:28+00:00,Louisiana Sen. John Kennedy is introducing a bill that would ban pets in overhead bins on airplanes: “Dogs are how… https://t.co/3jLbau8Ram,-0.5574,0.0,0.841,0.159
246,@CNN,2018-03-15 14:10:09+00:00,"The lawyer representing Stormy Daniels says that, on the heels of her lawsuit against Donald Trump, several other w… https://t.co/xSVkchGI8A",-0.2263,0.0,0.909,0.091
247,@CNN,2018-03-15 14:00:11+00:00,A couple was killed after losing control of their SUV while trying to flee from federal immigration agents looking… https://t.co/Fcvsg1kHp8,-0.7964,0.0,0.705,0.295
248,@CNN,2018-03-15 13:50:09+00:00,A Jewish woman heard an undocumented immigrant and her two daughters were on the run from ICE. Driven by thoughts o… https://t.co/sshAT4J0SL,0.0,0.0,1.0,0.0
249,@CNN,2018-03-15 13:40:09+00:00,Democrats in Washington believe they have found a winning strategy in Trump country: don't nationalize the race… https://t.co/8QHyG5ubvp,0.5267,0.175,0.825,0.0
250,@CNN,2018-03-15 13:30:11+00:00,"Embattled Veterans Affairs Secretary David Shulkin is expected to be on Capitol Hill on Thursday, as President Trum… https://t.co/apecs309cC",0.0,0.0,1.0,0.0
251,@CNN,2018-03-15 13:25:07+00:00,Firing Trump's Cabinet is easy. Replacing them is hard. https://t.co/ovW62tp2yH https://t.co/npGavtqKh7,0.0258,0.197,0.544,0.259
252,@CNN,2018-03-15 13:17:48+00:00,President Trump appears to threaten to withdraw US troops from South Korea if he can't get a better trade deal… https://t.co/KZquRwPUaw,-0.6131,0.0,0.782,0.218
253,@CNN,2018-03-15 13:06:08+00:00,"Just after Rex Tillerson's sudden firing, American diplomats were surprised and disturbed to receive guidance from… https://t.co/WefGRVcNg9",-0.4767,0.091,0.67,0.239
254,@CNN,2018-03-15 12:43:00+00:00,"Exclusive: Inside the US nuclear submarine challenging Russia in the Arctic, capable of launching a two-ton, 20-foo… https://t.co/crIITFZDmE",0.5719,0.289,0.711,0.0
255,@CNN,2018-03-15 12:34:01+00:00,President Trump boasted at a private fundraiser Wednesday of making up trade claims during a meeting with Canadian… https://t.co/ktyqRQH439,0.0,0.0,1.0,0.0
256,@CNN,2018-03-15 12:27:00+00:00,"US troops were involved in a firefight in Niger in December, just months after a Green Beret-led team was ambushed… https://t.co/M9i6qmI5uh",0.0,0.0,1.0,0.0
257,@CNN,2018-03-15 12:02:41+00:00,The US tops the charts in drug prices and doctor salaries https://t.co/4P2jVQqmq4,0.5106,0.231,0.769,0.0
258,@CNN,2018-03-15 11:55:10+00:00,It wasn't Amazon and the growth of online shopping that killed Toys R Us. It was an unpleasant shopping experience… https://t.co/iMQns3KMrY,-0.7592,0.094,0.577,0.329
259,@CNN,2018-03-15 11:44:15+00:00,"It's been seven years. The West should stop pretending and just accept that it doesn't care about Syria, writes… https://t.co/HSSbCmr7wv",-0.2091,0.161,0.644,0.194
260,@CNN,2018-03-15 11:33:30+00:00,The United States has the shortest life expectancy and highest infant and maternal mortality rates among any of its… https://t.co/tfrWuMJNHs,0.4215,0.128,0.872,0.0
261,@CNN,2018-03-15 11:32:58+00:00,"Americans spend nearly twice as much on health care as other wealthy countries, but it's not doing much to improve… https://t.co/AiflglUAL7",0.431,0.168,0.832,0.0
262,@CNN,2018-03-15 11:21:03+00:00,"5 things for Thursday:

- School walkouts
- President Trump
- UK and Russia
- Niger
- Toys 'R' Us… https://t.co/VIKyWaHVyR",-0.1779,0.0,0.892,0.108
263,@CNN,2018-03-15 11:10:07+00:00,"7% of astronaut Scott Kelly's genes did not return to normal after his return to Earth two years ago, according to… https://t.co/YiMw9DlXIL",0.0,0.0,1.0,0.0
264,@CNN,2018-03-15 11:02:14+00:00,"Toys ""R"" Us is just the latest in a long line of once-beloved retailers and brands that have gone out of business… https://t.co/iuZe2Pl2sg",0.0,0.0,1.0,0.0
265,@CNN,2018-03-15 10:50:07+00:00,"Just after Rex Tillerson's sudden firing, American diplomats were surprised and disturbed to receive guidance from… https://t.co/RgcGfwTfHW",-0.4767,0.091,0.67,0.239
266,@CNN,2018-03-15 10:41:07+00:00,"The 2020 Democratic primary, as a March Madness bracket | Analysis by @GregJKrieg and @talyellin… https://t.co/tUatjukxAx",-0.4404,0.0,0.818,0.182
267,@CNN,2018-03-15 10:30:04+00:00,The sister of Charleston church shooter Dylann Roof was arrested Wednesday on charges of bringing weapons and drugs… https://t.co/pobY24iRhJ,-0.7964,0.0,0.664,0.336
268,@CNN,2018-03-15 10:19:03+00:00,North Korea hasn't said anything about Kim Jong Un meeting President Trump since he accepted the invitation a week… https://t.co/9gOUFKvJcB,0.2732,0.104,0.896,0.0
269,@CNN,2018-03-15 10:11:59+00:00,"Two people were killed in a car crash while trying to flee from federal immigration agents in California.

ICE late… https://t.co/ohrCodvtI7",-0.802,0.0,0.714,0.286
270,@CNN,2018-03-15 09:59:03+00:00,Unilever is ending nearly a century of residency in London and will use the Dutch city of Rotterdam as the location… https://t.co/COgS1vHnGo,0.0,0.0,1.0,0.0
271,@CNN,2018-03-15 09:54:35+00:00,"Two naval aviators have been declared dead after their FA-18 fighter jet crashed off the coast of Key West, Florida… https://t.co/DWZ74jUDWC",-0.5719,0.064,0.763,0.173
272,@CNN,2018-03-15 09:39:30+00:00,"Rohingya women who have fled have fled rape, torture and murder in Myanmar now face sexual violence in refugee camp… https://t.co/SdbnS3r2lc",-0.9607,0.0,0.494,0.506
273,@CNN,2018-03-15 09:07:07+00:00,"Two Navy aviators have died after their FA-18 fighter jet crashed off the coast of Key West, Florida… https://t.co/jiZrteUw1W",-0.4588,0.072,0.766,0.162
274,@CNN,2018-03-15 08:58:04+00:00,This eye roll resonated with millions -- and broke the internet in China https://t.co/WXBIMZ4Rbj https://t.co/hs3xPRtCMC,-0.4215,0.0,0.833,0.167
